75.0000000000	-79.9161000000
75.0031250000	-79.8979000000
75.0062500000	-79.8805000000
75.0093750000	-79.8646000000
75.0125000000	-79.8507000000
75.0156250000	-79.8397000000
75.0187500000	-79.8321000000
75.0218750000	-79.8284000000
75.0250000000	-79.8286000000
75.0281250000	-79.8330000000
75.0312500000	-79.8415000000
75.0343750000	-79.8538000000
75.0375000000	-79.8695000000
75.0406250000	-79.8883000000
75.0437500000	-79.9097000000
75.0468750000	-79.9330000000
75.0500000000	-79.9577000000
75.0531250000	-79.9833000000
75.0562500000	-80.0092000000
75.0593750000	-80.0349000000
75.0625000000	-80.0597000000
75.0656250000	-80.0829000000
75.0687500000	-80.1037000000
75.0718750000	-80.1211000000
75.0750000000	-80.1343000000
75.0781250000	-80.1423000000
75.0812500000	-80.1442000000
75.0843750000	-80.1394000000
75.0875000000	-80.1276000000
75.0906250000	-80.1088000000
75.0937500000	-80.0836000000
75.0968750000	-80.0532000000
75.1000000000	-80.0190000000
75.1031250000	-79.9825000000
75.1062500000	-79.9459000000
75.1093750000	-79.9112000000
75.1125000000	-79.8805000000
75.1156250000	-79.8553000000
75.1187500000	-79.8372000000
75.1218750000	-79.8271000000
75.1250000000	-79.8254000000
75.1281250000	-79.8322000000
75.1312500000	-79.8469000000
75.1343750000	-79.8687000000
75.1375000000	-79.8964000000
75.1406250000	-79.9285000000
75.1437500000	-79.9635000000
75.1468750000	-79.9997000000
75.1500000000	-80.0353000000
75.1531250000	-80.0685000000
75.1562500000	-80.0979000000
75.1593750000	-80.1223000000
75.1625000000	-80.1405000000
75.1656250000	-80.1518000000
75.1687500000	-80.1557000000
75.1718750000	-80.1525000000
75.1750000000	-80.1429000000
75.1781250000	-80.1276000000
75.1812500000	-80.1082000000
75.1843750000	-80.0861000000
75.1875000000	-80.0630000000
75.1906250000	-80.0402000000
75.1937500000	-80.0191000000
75.1968750000	-80.0004000000
75.2000000000	-79.9845000000
75.2031250000	-79.9712000000
75.2062500000	-79.9604000000
75.2093750000	-79.9515000000
75.2125000000	-79.9439000000
75.2156250000	-79.9365000000
75.2187500000	-79.9289000000
75.2218750000	-79.9209000000
75.2250000000	-79.9124000000
75.2281250000	-79.9038000000
75.2312500000	-79.8958000000
75.2343750000	-79.8891000000
75.2375000000	-79.8847000000
75.2406250000	-79.8837000000
75.2437500000	-79.8865000000
75.2468750000	-79.8935000000
75.2500000000	-79.9045000000
75.2531250000	-79.9193000000
75.2562500000	-79.9372000000
75.2593750000	-79.9573000000
75.2625000000	-79.9787000000
75.2656250000	-80.0003000000
75.2687500000	-80.0212000000
75.2718750000	-80.0406000000
75.2750000000	-80.0578000000
75.2781250000	-80.0725000000
75.2812500000	-80.0844000000
75.2843750000	-80.0935000000
75.2875000000	-80.0999000000
75.2906250000	-80.1036000000
75.2937500000	-80.1045000000
